title,platforms,rating,votes,developer,release_date,price,genres,url
Vision Soft Reset,"['PS4', 'PS5']",4.0,4,"TOP HAT STUDIOS, INC.",2023-06-30,9.99,"['Action', 'Adventure']",https://store.playstation.com/en-us/concept/10007773
Long Live The Queen PS4 & PS5,"['PS4', 'PS5']",3.72,39,Ratalaika Games SL,2022-07-15,9.99,"['Adventure', 'Adventure', 'Adventure']",https://store.playstation.com/en-us/concept/10005354
Lovely Planet,['PS4'],3.81,154,tinyBuild GAMES,2016-04-05,9.99,['Shooter'],https://store.playstation.com/en-us/concept/216362
Mana Spark,['PS4'],4.28,81,QubicGames S.A.,2020-12-29,9.99,"['Action', 'Adventure', 'Role Playing Games']",https://store.playstation.com/en-us/concept/10001232
Moon Raider,['PS4'],3.95,94,DRAGEUS GAMES S.A.,2021-04-23,9.99,['Action'],https://store.playstation.com/en-us/concept/10002641
Outbreak: Lost Hope,"['PS4', 'PS5']",3.78,41,Dead Drop Studios LLC,2021-01-07,14.99,['Horror'],https://store.playstation.com/en-us/concept/10001227
Rally Racing: Cars & Drift Mania,['PS4'],3.0,49,"S.R.L. ""RandomSpin-Games""",2023-09-08,9.99,"['Simulation', 'Action', 'Driving/Racing']",https://store.playstation.com/en-us/concept/10009192
STRIKERS 1945,['PS4'],4.61,49,"CITY-CONNECTION CO., LTD.",2022-06-29,9.99,['Shooter'],https://store.playstation.com/en-us/concept/10001921
Heaven Impact PS4 & PS5,"['PS4', 'PS5']",4.11,19,NOSTRA GAMES LTD,2024-05-16,1.49,['Action'],https://store.playstation.com/en-us/concept/10011070
Air Hockey,['PS4'],3.11,95,Sabec Limited,2020-08-20,9.99,['Arcade'],https://store.playstation.com/en-us/concept/10001342
Dogfight,['PS4'],3.12,59,Sabec Limited,2020-12-23,9.99,['Arcade'],https://store.playstation.com/en-us/concept/10002033
DYING: Reborn PSVR,['PS4'],3.0,573,Oasis Games Limited,2017-02-28,9.99,"['Horror', 'Puzzle']",https://store.playstation.com/en-us/concept/223843
Eldrador® Creatures,['PS4'],4.4,20,Wild River Games,2020-11-19,9.99,['Strategy'],https://store.playstation.com/en-us/concept/10001320
Evergate,['PS5'],3.67,21,PQUBE LTD,2021-07-02,9.99,['Puzzle'],https://store.playstation.com/en-us/concept/10001442
Flat Heroes,['PS4'],4.34,512,Parallel Circles Ltd,2020-01-14,9.99,"['Action', 'Party']",https://store.playstation.com/en-us/concept/10000017
Grappling Dash,['PS4'],3.67,9,EpiXR Games UG,2022-12-21,9.99,"['Action', 'Casual', 'Family']",https://store.playstation.com/en-us/concept/10006129
Habroxia 2,"['PS4', 'PS5']",4.28,53,Lillymo Games Incorporated,2022-04-24,9.99,"['Shooter', 'Arcade']",https://store.playstation.com/en-us/concept/10003408
Infini,"['PS4', 'PS5']",4.0,22,Rainy Frog Co. Ltd,2023-05-18,9.99,['Puzzle'],https://store.playstation.com/en-us/concept/10002919
Magazine Mogul,['PS4'],4.55,11,"KAIROSOFT CO.,LTD",2022-11-17,9.79,"['Simulation', 'Adventure', 'Casual']",https://store.playstation.com/en-us/concept/10001216
Mystery Box: Hidden Secrets,['PS5'],2.25,4,OCEAN MEDIA LLC,2024-02-08,9.99,['Puzzle'],https://store.playstation.com/en-us/concept/10009940
Newt One,['PS4'],4.14,29,"Whitethorn Games, Inc.",2019-08-30,9.99,[],https://store.playstation.com/en-us/concept/234771
Puzzle Vacations: Japan,['PS5'],3.0,3,OCEAN MEDIA LLC,2023-11-04,9.99,['Puzzle'],https://store.playstation.com/en-us/concept/10009092
Titan Attacks!,['PS4'],3.98,10539,Curve Digital,2014-05-06,9.99,"['Action', 'Shooter']",https://store.playstation.com/en-us/concept/204800
Tour de France 2017,['PS4'],4.13,425,NACON SA,2017-06-16,9.99,"['Driving/Racing', 'Sport']",https://store.playstation.com/en-us/concept/227533
Road of Death PS4 & PS5,"['PS4', 'PS5']",3.35,52,Ratalaika Games SL,2022-07-08,4.99,"['Action', 'Action', 'Arcade']",https://store.playstation.com/en-us/concept/10004891
The Alto Collection,['PS4'],4.48,85,BUILT BY SNOWMAN INC,2020-08-13,9.99,"['Action', 'Adventure', 'Arcade']",https://store.playstation.com/en-us/concept/234625
Titanium Hound,['PS4'],3.4,5,Dmitrii Milovidov trading as OverGamez,2023-03-11,14.99,['Action'],https://store.playstation.com/en-us/concept/10006259
Flowers by POWGI PS4 & PS5,"['PS4', 'PS5']",4.27,22,Lightwood Games,2021-10-26,3.99,"['Brain Training', 'Casual', 'Puzzle']",https://store.playstation.com/en-us/concept/10003556
Donut Break,"['PS4', 'PS5']",4.48,54,Smobile,2022-03-18,4.89,['Casual'],https://store.playstation.com/en-us/concept/10001554
Cafeteria Nipponica,['PS4'],4.58,52,"KAIROSOFT CO.,LTD",2020-10-01,13.99,"['Simulation', 'Casual', 'Strategy']",https://store.playstation.com/en-us/concept/10000319
Clouds & Sheep 2,['PS4'],3.75,375,www.handy-games.com GmbH,2017-02-21,9.99,['Simulation'],https://store.playstation.com/en-us/concept/224827
Angels with Scaly Wings PS4 & PS5,"['PS4', 'PS5']",4.79,86,Ratalaika Games SL,2021-04-30,9.99,['Unique'],https://store.playstation.com/en-us/concept/10000889
Damsel,['PS4'],4.0,40,SCREWTAPE STUDIOS PTY LTD,2020-10-01,9.99,['Action'],https://store.playstation.com/en-us/concept/235089
Maze,['PS4'],3.87,30,TreeFall Studios L.L.C.,2020-03-24,9.99,['Adventure'],https://store.playstation.com/en-us/concept/235150
ACA NEOGEO METAL SLUG 4,['PS4'],4.26,145,HAMSTER Corporation,2018-12-19,7.99,"['Action', 'Arcade']",https://store.playstation.com/en-us/concept/232636
Arcade Archives ELEVATOR ACTION,['PS4'],4.66,174,HAMSTER Corporation,2017-11-09,7.99,"['Action', 'Arcade']",https://store.playstation.com/en-us/concept/216027
Galaxy Champions TV,"['PS4', 'PS5']",3.77,30,SILESIA GAMES SP. Z O.O.,2023-07-27,2.09,"['Action', 'Arcade', 'Shooter']",https://store.playstation.com/en-us/concept/10008221
Hitman GO: Definitive Edition,['PS4'],4.33,3627,CRYSTAL DYNAMICS,2016-02-23,7.99,"['Action', 'Puzzle']",https://store.playstation.com/en-us/concept/218377
Kings of Lorn: The Fall of Ebris,['PS4'],3.19,226,TeamKill Media LLC,2020-02-20,19.99,"['Horror', 'Action']",https://store.playstation.com/en-us/concept/10000174
Doctor Cat,"['PS4', 'PS5']",3.81,16,Afil Games,2024-01-20,4.99,"['Puzzle', 'Casual']",https://store.playstation.com/en-us/concept/10008999
"You, Calligrapher",['PS5'],4.1,30,"Guangzhou Node Information Technology Co.,Ltd",2023-09-20,9.99,"['Casual', 'Educational']",https://store.playstation.com/en-us/concept/10006921
Freddy Spaghetti 2 PS4 & PS5,"['PS4', 'PS5']",3.57,128,Ratalaika Games SL,2021-07-23,4.99,['Arcade'],https://store.playstation.com/en-us/concept/10003315
Arcade Archives CRIME FIGHTERS,['PS4'],4.6,91,HAMSTER Corporation,2021-03-18,7.99,['Action'],https://store.playstation.com/en-us/concept/10002394
Realpolitiks New Power,['PS4'],3.29,297,FOREVER ENTERTAINMENT S. A.,2020-06-16,24.99,"['Strategy', 'Strategy']",https://store.playstation.com/en-us/concept/10000377
Operation Warcade,['PS4'],4.14,245,Ivanovich Games SL,2018-04-11,9.99,[],https://store.playstation.com/en-us/concept/229243
RUN MAN,['PS5'],4.0,2,4 GLADIATORS,2023-05-29,9.99,"['Arcade', 'Sport', 'Family']",https://store.playstation.com/en-us/concept/10008249
City Bus Driver Simulator,['PS4'],3.0,3,Maksym Vysochanskyy trading as IndieGames3000,2024-02-11,10.49,"['Action', 'Simulation']",https://store.playstation.com/en-us/concept/10010201
Ice Cream Break,"['PS4', 'PS5']",4.06,18,Smobile,2021-12-10,6.99,"['Arcade', 'Casual']",https://store.playstation.com/en-us/concept/10004174
Pretty Girls Four Kings Solitaire PS4 & PS5,"['PS4', 'PS5']",4.08,39,EastAsiaSoft,2022-08-18,2.39,['Puzzle'],https://store.playstation.com/en-us/concept/10005576
Shadow Blade: Reload,['PS4'],4.3,201,Dead Mage Inc,2016-05-31,9.99,['Action'],https://store.playstation.com/en-us/concept/217390
Soccer Story,"['PS4', 'PS5']",3.14,7,NO MORE ROBOTS,2022-11-29,7.99,"['Adventure', 'Role Playing Games']",https://store.playstation.com/en-us/concept/10004389
Halloween Candy Run,['PS5'],5.0,5,Smobile,2022-10-21,6.99,"['Casual', 'Arcade']",https://store.playstation.com/en-us/concept/10006139
Bingo TV,['PS4'],2.56,16,Sabec Limited,2023-11-13,9.99,['Party'],https://store.playstation.com/en-us/concept/10009183
King Oddball PS4 & PS5,"['PS4', 'PS5']",3.84,6828,10tons Ltd.,2020-11-12,4.99,"['Puzzle', 'Puzzle']",https://store.playstation.com/en-us/concept/202378
Access Denied,['PS4'],3.58,302,Ratalaika Games SL,2019-02-05,4.99,['Puzzle'],https://store.playstation.com/en-us/concept/233040
Astrology and Horoscopes Premium,"['PS4', 'PS5']",3.18,38,Crazysoft Limited,2022-03-31,6.29,"['Family', 'Party', 'Educational']",https://store.playstation.com/en-us/concept/232138
ACA NEOGEO WORLD HEROES PERFECT,['PS4'],4.64,105,HAMSTER Corporation,2019-02-04,7.99,['Fighting'],https://store.playstation.com/en-us/concept/231226
Escape First: Alchemist,['PS4'],4.03,31,ONSKULL DEVELOPMENT,2023-09-01,9.99,"['Adventure', 'Puzzle']",https://store.playstation.com/en-us/concept/10008123
Candy Match Kiddies,['PS4'],2.93,44,Benoit Varasse trading as Pix Arts,2022-10-07,4.99,['Casual'],https://store.playstation.com/en-us/concept/10006322
Aery - Cyber City,['PS4'],1.0,1,EpiXR Games UG,2024-04-19,9.99,"['Family', 'Casual', 'Simulation']",https://store.playstation.com/en-us/concept/10010280
Rocketbirds 2: Evolution,['PS4'],4.12,3991,Ratloop Asia Pte Ltd,2016-04-26,9.99,"['Action', 'Action', 'Action']",https://store.playstation.com/en-us/concept/203709
Back in 1995,['PS4'],3.49,314,Ratalaika Games SL,2019-05-21,9.99,"['Action', 'Horror', 'Horror']",https://store.playstation.com/en-us/concept/232980
Mystery Box: Escape The Room,['PS5'],3.0,1,OCEAN MEDIA LLC,2024-02-15,9.99,['Puzzle'],https://store.playstation.com/en-us/concept/10009942
ACA NEOGEO STAKES WINNER,['PS4'],4.5,38,HAMSTER Corporation,2018-06-08,7.99,"['Action', 'Arcade', 'Sport']",https://store.playstation.com/en-us/concept/231881
Escape First 2,['PS4'],3.14,44,ONSKULL DEVELOPMENT,2022-03-10,4.99,"['Adventure', 'Puzzle']",https://store.playstation.com/en-us/concept/10002514
Ninjin: Clash of Carrots,['PS4'],4.34,661,Maximum Entertainment,2018-09-04,9.99,[],https://store.playstation.com/en-us/concept/232737
Arcade Archives RYGAR,['PS4'],4.31,805,HAMSTER Corporation,2014-08-19,7.99,"['Action', 'Arcade']",https://store.playstation.com/en-us/concept/210670
ACA NEOGEO THE KING OF FIGHTERS 2000,['PS4'],4.52,134,HAMSTER Corporation,2019-03-01,7.99,['Fighting'],https://store.playstation.com/en-us/concept/10003915
Wick,['PS4'],4.47,132,HELLBENT GAMES INC.,2016-11-01,9.99,[],https://store.playstation.com/en-us/concept/223217
Robox,['PS4'],2.37,142,Sabec Limited,2019-10-25,9.99,"['Fighting', 'Sport', 'Fighting']",https://store.playstation.com/en-us/concept/234461
Arcade Archives GRADIUS,['PS4'],4.7,1577,HAMSTER Corporation,2015-06-09,7.99,"['Arcade', 'Arcade', 'Shooter']",https://store.playstation.com/en-us/concept/201869
Zomborg PS4® & PS5®,"['PS4', 'PS5']",3.06,33,Ratalaika Games SL,2023-12-01,4.99,"['Action', 'Action', 'Arcade']",https://store.playstation.com/en-us/concept/10001349
International Basketball,['PS4'],2.11,18,Benoit Varasse trading as Pix Arts,2023-10-06,4.99,['Sport'],https://store.playstation.com/en-us/concept/10009353
Scarlett Mysteries: Cursed Child,['PS4'],4.0,224,Artifex Mundi,2019-11-12,0.0,[],https://store.playstation.com/en-us/concept/235006
Storm Boy,['PS4'],4.09,521,Blowfish Studios Pty Ltd,2018-11-21,5.99,"['Adventure', 'Adventure']",https://store.playstation.com/en-us/concept/233045
Zero Strain,"['PS4', 'PS5']",3.98,332,EastAsiaSoft,2021-08-13,9.99,"['Action', 'Shooter', 'Shooter']",https://store.playstation.com/en-us/concept/10000330
Biz Builder Delux,['PS4'],4.18,11,"KAIROSOFT CO.,LTD",2023-05-11,13.99,"['Simulation', 'Casual', 'Strategy']",https://store.playstation.com/en-us/concept/10001281
Mystery Box: Evolution,['PS5'],2.94,16,OCEAN MEDIA LLC,2023-12-22,9.99,['Puzzle'],https://store.playstation.com/en-us/concept/10009941
Way Down PS4 & PS5,"['PS4', 'PS5']",3.27,33,Gammera Nest SL,2024-04-19,9.99,"['Action', 'Adventure']",https://store.playstation.com/en-us/concept/10001379
Don't Touch this Button! PS4 & PS5,"['PS4', 'PS5']",3.84,88,Ratalaika Games SL,2021-09-24,4.99,"['Adventure', 'Puzzle', 'Puzzle']",https://store.playstation.com/en-us/concept/10003667
Tour de France 2018,['PS4'],4.13,281,NACON SA,2018-06-28,9.99,['Sport'],https://store.playstation.com/en-us/concept/231199
So Much Stuff Collector's Edition,['PS5'],4.2,10,OCEAN MEDIA LLC,2023-11-06,9.99,['Adventure'],https://store.playstation.com/en-us/concept/10009088
Jubilee,"['PS4', 'PS5']",5.0,11,RED ART GAMES,2024-02-09,9.99,['Action'],https://store.playstation.com/en-us/concept/10009059
198X,['PS4'],4.2,365,RESET MEDIA AB,2019-07-16,9.99,"['Action', 'Action', 'Arcade']",https://store.playstation.com/en-us/concept/234597
METAGAL,['PS4'],3.84,607,Ratalaika Games SL,2019-03-26,4.99,"['Action', 'Action', 'Action']",https://store.playstation.com/en-us/concept/228774
Premium Pool Arena,['PS4'],3.24,123,NACON SA,2018-02-20,9.99,"['Arcade', 'Sport']",https://store.playstation.com/en-us/concept/231139
Don't Be Afraid,['PS4'],4.15,138,DRAGEUS GAMES S.A.,2022-01-28,9.99,['Horror'],https://store.playstation.com/en-us/concept/10003729
Alive Paint PS4 & PS5,"['PS4', 'PS5']",4.36,11,EastAsiaSoft,2023-10-27,4.99,"['Educational', 'Family', 'Puzzle']",https://store.playstation.com/en-us/concept/10008411
Arcade Archives MYSTIC WARRIORS,['PS4'],4.79,73,HAMSTER Corporation,2023-12-21,7.99,['Action'],https://store.playstation.com/en-us/concept/10002947
Hide & Dance!,['PS4'],4.4,101,hap Inc.,2020-11-19,4.99,['Music/Rhythm'],https://store.playstation.com/en-us/concept/10001118
Become the wild,"['PS4', 'PS5']",1.57,7,Kistler Studios,2024-04-03,8.49,['Adventure'],https://store.playstation.com/en-us/concept/10010250
Söldner-X 2: Final Prototype Definitive Edition,['PS4'],4.62,369,EastAsiaSoft,2020-11-04,9.99,"['Action', 'Arcade', 'Shooter']",https://store.playstation.com/en-us/concept/233124
The Creepy Syndrome,"['PS4', 'PS5']",3.68,22,JanduSoft S.L.,2023-04-27,4.99,"['Horror', 'Horror']",https://store.playstation.com/en-us/concept/10007309
Attack of the Toy Tanks,['PS4'],3.04,346,Ratalaika Games SL,2019-06-25,4.99,"['Action', 'Action', 'Action']",https://store.playstation.com/en-us/concept/234044
Fear Effect Sedna,['PS4'],3.78,481,SQUARE ENIX CO. LTD.,2018-03-06,1.99,['Role Playing Games'],https://store.playstation.com/en-us/concept/230277
VVVVVV,['PS4'],4.63,224,Nicalis,2015-08-25,9.99,['Unique'],https://store.playstation.com/en-us/concept/205155
Opus Castle,['PS4'],3.85,2575,QUByte Interactive,2022-10-27,0.0,['Horror'],https://store.playstation.com/en-us/concept/10004662
Pure Mini Golf,"['PS4', 'PS5']",3.76,29,Gametry sp. z o. o.,2023-07-14,3.99,"['Arcade', 'Sport']",https://store.playstation.com/en-us/concept/10008765
MetaDude,"['PS4', 'PS5']",3.81,48,Volkov Konstantin Sergeevich,2023-07-20,1.19,['Adventure'],https://store.playstation.com/en-us/concept/10008679
The First Tree,['PS4'],3.9,685,"David Wehle, LLC",2018-11-30,9.99,[],https://store.playstation.com/en-us/concept/231928
Zotrix,['PS4'],3.08,283,UFO Interactive Games,2015-12-08,9.99,"['Arcade', 'Shooter']",https://store.playstation.com/en-us/concept/216793
Golf Club Nostalgia,['PS4'],4.21,189,Untold Tales S.A.,2021-09-03,9.99,"['Adventure', 'Arcade', 'Sport']",https://store.playstation.com/en-us/concept/10002679
BOSSGARD,['PS4'],3.91,22,SAND SAILOR STUDIO SRL,2020-07-16,9.99,"['Casual', 'Fighting', 'Action']",https://store.playstation.com/en-us/concept/235404
forma.8,['PS4'],3.77,3040,MixedBag,2017-02-28,9.99,"['Adventure', 'Action', 'Adventure']",https://store.playstation.com/en-us/concept/201623
Marooners,['PS4'],3.75,213,M2H,2018-02-06,9.99,"['Action', 'Family', 'Party']",https://store.playstation.com/en-us/concept/225231
Ravva and the Phantom Library PS4 & PS5,"['PS4', 'PS5']",4.78,9,EastAsiaSoft,2023-12-20,9.99,"['Action', 'Family', 'Puzzle']",https://store.playstation.com/en-us/concept/10009127
Sokolab,"['PS4', 'PS5']",3.83,12,Afil Games,2023-09-30,4.99,"['Strategy', 'Puzzle']",https://store.playstation.com/en-us/concept/10008227
Ultimate Racing 2D,['PS4'],4.02,92,Applimazing,2020-07-20,9.99,['Driving/Racing'],https://store.playstation.com/en-us/concept/10000892
Cosmophony,['PS4'],4.11,435,MOVING PLAYER SAS,2015-05-05,4.99,"['Music/Rhythm', 'Shooter']",https://store.playstation.com/en-us/concept/200697
Save Room PS4 & PS5,"['PS4', 'PS5']",4.26,151,Ratalaika Games SL,2022-11-11,4.99,"['Casual', 'Puzzle', 'Brain Training']",https://store.playstation.com/en-us/concept/10006275
Asterix & Obelix XXL3: The Crystal Menhir,"['PS4', 'PS5']",4.04,780,Microids,2023-04-06,19.99,"['Adventure', 'Adventure', 'Unique']",https://store.playstation.com/en-us/concept/234766
Mars Assault: 3D Shooter,['PS4'],1.4,5,Maksym Vysochanskyy trading as IndieGames3000,2024-04-18,5.59,"['Action', 'Adventure']",https://store.playstation.com/en-us/concept/10010620
Pursuit Force: Extreme Justice,"['PS4', 'PS5']",4.47,200,Sony Interactive Entertainment,2023-08-15,9.99,['Action'],https://store.playstation.com/en-us/concept/10005512
Super Soccer Blast: America vs Europe,['PS4'],4.39,56,"Unfinished Pixel, SL",2021-06-11,9.99,['Sport'],https://store.playstation.com/en-us/concept/10002604
The Jumping Burger - Halloween Edition,"['PS4', 'PS5']",4.25,63,ThiGames,2022-10-21,1.04,"['Simulation', 'Simulator']",https://store.playstation.com/en-us/concept/10006192
Arcade Archives Yie Ar KUNG-FU,['PS4'],4.66,97,HAMSTER Corporation,2019-11-19,7.99,"['Action', 'Arcade', 'Fighting']",https://store.playstation.com/en-us/concept/234576
The Jumping Churros: TURBO,"['PS4', 'PS5']",4.61,36,ThiGames,2022-09-25,2.09,"['Simulation', 'Simulator']",https://store.playstation.com/en-us/concept/10005960
The Jumping Sandwich: TURBO,"['PS4', 'PS5']",4.34,41,ThiGames,2022-07-03,2.09,"['Simulation', 'Simulator']",https://store.playstation.com/en-us/concept/10005556
Darts,['PS4'],2.18,171,Sabec Limited,2020-12-10,9.99,['Sport'],https://store.playstation.com/en-us/concept/10001942
Teacup,['PS4'],4.49,57,"Whitethorn Games, Inc.",2021-09-23,9.99,"['Adventure', 'Casual']",https://store.playstation.com/en-us/concept/10001496
"Walden, a game",['PS4'],3.97,121,University of Southern California,2018-05-15,9.99,"['Adventure', 'Unique']",https://store.playstation.com/en-us/concept/232343
99Vidas,['PS4'],3.98,3092,QUByte Interactive,2017-07-18,9.99,"['Action', 'Action', 'Arcade']",https://store.playstation.com/en-us/concept/221795
All I Want for Christmas are Subgames,['PS5'],4.56,9,OCEAN MEDIA LLC,2023-12-18,9.99,['Casual'],https://store.playstation.com/en-us/concept/10009832
Golf,['PS4'],2.83,29,Sabec Limited,2020-08-13,9.99,['Sport'],https://store.playstation.com/en-us/concept/10001072
Mickey Storm and the Cursed Mask,['PS4'],3.32,19,Lion Castle B.V.,2021-08-24,9.99,"['Action', 'Family', 'Driving/Racing']",https://store.playstation.com/en-us/concept/10002037
PLANET ALPHA,['PS4'],4.08,478,Team17 Software Ltd.,2018-09-04,9.99,"['Action', 'Adventure', 'Puzzle']",https://store.playstation.com/en-us/concept/231854
Fusion Paradox,"['PS4', 'PS5']",3.33,3,Evgeniy Kolpakov t/a Sometimes You,2023-11-01,4.99,"['Adventure', 'Shooter']",https://store.playstation.com/en-us/concept/10008171
GUNGUNGUN,"['PS4', 'PS5']",3.34,56,"TOP HAT STUDIOS, INC.",2022-02-01,4.99,"['Arcade', 'Action']",https://store.playstation.com/en-us/concept/10003502
The Jumping Muffin: TURBO,"['PS4', 'PS5']",4.5,28,ThiGames,2023-01-08,2.09,"['Simulation', 'Simulator']",https://store.playstation.com/en-us/concept/10006450
The Jumping Lasagne,"['PS4', 'PS5']",4.07,59,ThiGames,2022-09-09,1.04,"['Simulation', 'Simulator']",https://store.playstation.com/en-us/concept/10005961
Medieval Defenders,['PS4'],3.88,713,8Floor ltd,2017-06-27,6.99,"['Casual', 'Casual', 'Strategy']",https://store.playstation.com/en-us/concept/202737
The Projet Poulet,"['PS4', 'PS5']",4.77,30,Phoenix Reborn Games,2024-02-26,2.49,['Puzzle'],https://store.playstation.com/en-us/concept/10010209
Awkward,['PS4'],2.78,111,Snap Finger Click Ltd,2018-06-05,11.99,"['Party', 'Party', 'Party']",https://store.playstation.com/en-us/concept/221663
